,date,teams,home_team,away_team,opposition,result,score,home_goals,away_goals,aggregrate_score,peanalties,competition,season,year,month,day,swansea_goal,opposition_goals
754,24 Aug 1963,Swansea City v Grimsby Town,Swansea City,Grimsby Town,Grimsby Town,D,1-1,1,1,-,-,League Division Two,1963,1963,8,24,1,1
755,28 Aug 1963,Derby County v Swansea City,Derby County,Swansea City,Derby County,L,3-0,3,0,-,-,League Division Two,1963,1963,8,28,0,3
756,31 Aug 1963,Preston North End v Swansea City,Preston North End,Swansea City,Preston North End,D,3-3,3,3,-,-,League Division Two,1963,1963,8,31,3,3
757,03 Sep 1963,Swansea City v Derby County,Swansea City,Derby County,Derby County,W,2-1,2,1,-,-,League Division Two,1963,1963,9,3,2,1
758,07 Sep 1963,Swansea City v Leyton Orient,Swansea City,Leyton Orient,Leyton Orient,W,1-0,1,0,-,-,League Division Two,1963,1963,9,7,1,0
759,10 Sep 1963,Huddersfield Town v Swansea City,Huddersfield Town,Swansea City,Huddersfield Town,L,1-0,1,0,-,-,League Division Two,1963,1963,9,10,0,1
760,12 Sep 1963,Scunthorpe United v Swansea City,Scunthorpe United,Swansea City,Scunthorpe United,D,2-2,2,2,-,-,League Division Two,1963,1963,9,12,2,2
761,17 Sep 1963,Swansea City v Huddersfield Town,Swansea City,Huddersfield Town,Huddersfield Town,L,1-2,1,2,-,-,League Division Two,1963,1963,9,17,1,2
762,21 Sep 1963,Southampton v Swansea City,Southampton,Swansea City,Southampton,L,4-0,4,0,-,-,League Division Two,1963,1963,9,21,0,4
763,25 Sep 1963,Swansea City v Sunderland,Swansea City,Sunderland,Sunderland,W,3-1,3,1,-,-,League Cup,1963,1963,9,25,3,1
764,28 Sep 1963,Swansea City v Middlesbrough,Swansea City,Middlesbrough,Middlesbrough,W,2-1,2,1,-,-,League Division Two,1963,1963,9,28,2,1
765,05 Oct 1963,Newcastle United v Swansea City,Newcastle United,Swansea City,Newcastle United,L,4-1,4,1,-,-,League Division Two,1963,1963,10,5,1,4
766,09 Oct 1963,Portsmouth v Swansea City,Portsmouth,Swansea City,Portsmouth,D,0-0,0,0,-,-,League Division Two,1963,1963,10,9,0,0
767,15 Oct 1963,Swansea City v Norwich City,Swansea City,Norwich City,Norwich City,W,3-1,3,1,-,-,League Division Two,1963,1963,10,15,3,1
768,19 Oct 1963,Cardiff City v Swansea City,Cardiff City,Swansea City,Cardiff City,D,1-1,1,1,-,-,League Division Two,1963,1963,10,19,1,1
769,22 Oct 1963,Leeds United v Swansea City,Leeds United,Swansea City,Leeds United,L,2-0,2,0,-,-,League Cup,1963,1963,10,22,0,2
770,26 Oct 1963,Swansea City v Rotherham United,Swansea City,Rotherham United,Rotherham United,W,4-2,4,2,-,-,League Division Two,1963,1963,10,26,4,2
771,02 Nov 1963,Manchester City v Swansea City,Manchester City,Swansea City,Manchester City,L,1-0,1,0,-,-,League Division Two,1963,1963,11,2,0,1
772,09 Nov 1963,Swansea City v Bury,Swansea City,Bury,Bury,L,0-2,0,2,-,-,League Division Two,1963,1963,11,9,0,2
773,16 Nov 1963,Northampton Town v Swansea City,Northampton Town,Swansea City,Northampton Town,W,2-3,2,3,-,-,League Division Two,1963,1963,11,16,3,2
774,23 Nov 1963,Swansea City v Sunderland,Swansea City,Sunderland,Sunderland,L,1-2,1,2,-,-,League Division Two,1963,1963,11,23,1,2
775,30 Nov 1963,Leeds United v Swansea City,Leeds United,Swansea City,Leeds United,L,2-1,2,1,-,-,League Division Two,1963,1963,11,30,1,2
776,07 Dec 1963,Swansea City v Swindon Town,Swansea City,Swindon Town,Swindon Town,W,3-0,3,0,-,-,League Division Two,1963,1963,12,7,3,0
777,13 Dec 1963,Grimsby Town v Swansea City,Grimsby Town,Swansea City,Grimsby Town,D,1-1,1,1,-,-,League Division Two,1963,1963,12,13,1,1
778,20 Dec 1963,Swansea City v Preston North End,Swansea City,Preston North End,Preston North End,W,5-1,5,1,-,-,League Division Two,1963,1963,12,20,5,1
779,26 Dec 1963,Swansea City v Charlton Athletic,Swansea City,Charlton Athletic,Charlton Athletic,L,1-2,1,2,-,-,League Division Two,1963,1963,12,26,1,2
780,28 Dec 1963,Charlton Athletic v Swansea City,Charlton Athletic,Swansea City,Charlton Athletic,L,3-1,3,1,-,-,League Division Two,1963,1963,12,28,1,3
781,04 Jan 1964,Swansea City v Barrow,Swansea City,Barrow,Barrow,W,4-1,4,1,-,-,FA Cup,1963,1964,1,4,4,1
782,11 Jan 1964,Leyton Orient v Swansea City,Leyton Orient,Swansea City,Leyton Orient,L,4-0,4,0,-,-,League Division Two,1963,1964,1,11,0,4
783,16 Jan 1964,Swansea City v Scunthorpe United,Swansea City,Scunthorpe United,Scunthorpe United,W,4-1,4,1,-,-,League Division Two,1963,1964,1,16,4,1
784,25 Jan 1964,Sheffield United v Swansea City,Sheffield United,Swansea City,Sheffield United,D,1-1,1,1,-,-,FA Cup,1963,1964,1,25,1,1
785,28 Jan 1964,Swansea City v Sheffield United,Swansea City,Sheffield United,Sheffield United,W,4-0,4,0,-,-,FA Cup,1963,1964,1,28,4,0
786,08 Feb 1964,Middlesbrough v Swansea City,Middlesbrough,Swansea City,Middlesbrough,L,2-1,2,1,-,-,League Division Two,1963,1964,2,8,1,2
787,15 Feb 1964,Stoke City v Swansea City,Stoke City,Swansea City,Stoke City,D,2-2,2,2,-,-,FA Cup,1963,1964,2,15,2,2
788,18 Feb 1964,Swansea City v Stoke City,Swansea City,Stoke City,Stoke City,W,2-0,2,0,-,-,FA Cup,1963,1964,2,18,2,0
789,22 Feb 1964,Norwich City v Swansea City,Norwich City,Swansea City,Norwich City,L,3-0,3,0,-,-,League Division Two,1963,1964,2,22,0,3
790,29 Feb 1964,Liverpool v Swansea City,Liverpool,Swansea City,Liverpool,W,1-2,1,2,-,-,FA Cup,1963,1964,2,29,2,1
791,03 Mar 1964,Swansea City v Southampton,Swansea City,Southampton,Southampton,W,6-0,6,0,-,-,League Division Two,1963,1964,3,3,6,0
792,07 Mar 1964,Rotherham United v Swansea City,Rotherham United,Swansea City,Rotherham United,L,3-0,3,0,-,-,League Division Two,1963,1964,3,7,0,3
793,14 Mar 1964,Preston North End v Swansea City,Preston North End,Swansea City,Preston North End,L,2-1,2,1,-,-,FA Cup,1963,1964,3,14,1,2
794,17 Mar 1964,Swansea City v Newcastle United,Swansea City,Newcastle United,Newcastle United,L,0-1,0,1,-,-,League Division Two,1963,1964,3,17,0,1
795,21 Mar 1964,Bury v Swansea City,Bury,Swansea City,Bury,L,3-2,3,2,-,-,League Division Two,1963,1964,3,21,2,3
796,28 Mar 1964,Swansea City v Cardiff City,Swansea City,Cardiff City,Cardiff City,W,3-0,3,0,-,-,League Division Two,1963,1964,3,28,3,0
797,30 Mar 1964,Plymouth Argyle v Swansea City,Plymouth Argyle,Swansea City,Plymouth Argyle,L,3-2,3,2,-,-,League Division Two,1963,1964,3,30,2,3
798,31 Mar 1964,Swansea City v Plymouth Argyle,Swansea City,Plymouth Argyle,Plymouth Argyle,W,2-1,2,1,-,-,League Division Two,1963,1964,3,31,2,1
799,04 Apr 1964,Sunderland v Swansea City,Sunderland,Swansea City,Sunderland,L,1-0,1,0,-,-,League Division Two,1963,1964,4,4,0,1
800,07 Apr 1964,Swansea City v Northampton Town,Swansea City,Northampton Town,Northampton Town,D,1-1,1,1,-,-,League Division Two,1963,1964,4,7,1,1
801,11 Apr 1964,Swansea City v Leeds United,Swansea City,Leeds United,Leeds United,L,0-3,0,3,-,-,League Division Two,1963,1964,4,11,0,3
802,18 Apr 1964,Swindon Town v Swansea City,Swindon Town,Swansea City,Swindon Town,L,2-1,2,1,-,-,League Division Two,1963,1964,4,18,1,2
803,21 Apr 1964,Swansea City v Portsmouth,Swansea City,Portsmouth,Portsmouth,D,1-1,1,1,-,-,League Division Two,1963,1964,4,21,1,1
804,25 Apr 1964,Swansea City v Manchester City,Swansea City,Manchester City,Manchester City,D,3-3,3,3,-,-,League Division Two,1963,1964,4,25,3,3
805,22 Aug 1964,Norwich City v Swansea City,Norwich City,Swansea City,Norwich City,L,2-1,2,1,-,-,League Division Two,1964,1964,8,22,1,2
806,25 Aug 1964,Rotherham United v Swansea City,Rotherham United,Swansea City,Rotherham United,L,4-2,4,2,-,-,League Division Two,1964,1964,8,25,2,4
807,29 Aug 1964,Swansea City v Crystal Palace,Swansea City,Crystal Palace,Crystal Palace,W,2-1,2,1,-,-,League Division Two,1964,1964,8,29,2,1
808,01 Sep 1964,Swansea City v Rotherham United,Swansea City,Rotherham United,Rotherham United,L,0-3,0,3,-,-,League Division Two,1964,1964,9,1,0,3
809,04 Sep 1964,Bury v Swansea City,Bury,Swansea City,Bury,D,2-2,2,2,-,-,League Division Two,1964,1964,9,4,2,2
810,08 Sep 1964,Swindon Town v Swansea City,Swindon Town,Swansea City,Swindon Town,L,3-0,3,0,-,-,League Division Two,1964,1964,9,8,0,3
811,12 Sep 1964,Swansea City v Leyton Orient,Swansea City,Leyton Orient,Leyton Orient,L,2-5,2,5,-,-,League Division Two,1964,1964,9,12,2,5
812,15 Sep 1964,Swansea City v Swindon Town,Swansea City,Swindon Town,Swindon Town,W,4-0,4,0,-,-,League Division Two,1964,1964,9,15,4,0
813,19 Sep 1964,Charlton Athletic v Swansea City,Charlton Athletic,Swansea City,Charlton Athletic,L,1-0,1,0,-,-,League Division Two,1964,1964,9,19,0,1
814,23 Sep 1964,Swansea City v Swindon Town,Swansea City,Swindon Town,Swindon Town,W,3-1,3,1,-,-,League Cup,1964,1964,9,23,3,1
815,26 Sep 1964,Swansea City v Manchester City,Swansea City,Manchester City,Manchester City,W,3-0,3,0,-,-,League Division Two,1964,1964,9,26,3,0
816,29 Sep 1964,Swansea City v Coventry City,Swansea City,Coventry City,Coventry City,D,1-1,1,1,-,-,League Division Two,1964,1964,9,29,1,1
817,03 Oct 1964,Portsmouth v Swansea City,Portsmouth,Swansea City,Portsmouth,L,1-0,1,0,-,-,League Division Two,1964,1964,10,3,0,1
818,10 Oct 1964,Preston North End v Swansea City,Preston North End,Swansea City,Preston North End,D,2-2,2,2,-,-,League Division Two,1964,1964,10,10,2,2
819,14 Oct 1964,Rotherham United v Swansea City,Rotherham United,Swansea City,Rotherham United,D,2-2,2,2,-,-,League Cup,1964,1964,10,14,2,2
820,17 Oct 1964,Swansea City v Ipswich Town,Swansea City,Ipswich Town,Ipswich Town,D,1-1,1,1,-,-,League Division Two,1964,1964,10,17,1,1
821,24 Oct 1964,Plymouth Argyle v Swansea City,Plymouth Argyle,Swansea City,Plymouth Argyle,L,2-1,2,1,-,-,League Division Two,1964,1964,10,24,1,2
822,28 Oct 1964,Swansea City v Rotherham United,Swansea City,Rotherham United,Rotherham United,W,2-0,2,0,-,-,League Cup,1964,1964,10,28,2,0
823,31 Oct 1964,Swansea City v Bolton Wanderers,Swansea City,Bolton Wanderers,Bolton Wanderers,W,2-0,2,0,-,-,League Division Two,1964,1964,10,31,2,0
824,07 Nov 1964,Middlesbrough v Swansea City,Middlesbrough,Swansea City,Middlesbrough,L,4-0,4,0,-,-,League Division Two,1964,1964,11,7,0,4
825,11 Nov 1964,Chelsea v Swansea City,Chelsea,Swansea City,Chelsea,L,3-2,3,2,-,-,League Cup,1964,1964,11,11,2,3
826,14 Nov 1964,Swansea City v Newcastle United,Swansea City,Newcastle United,Newcastle United,W,3-1,3,1,-,-,League Division Two,1964,1964,11,14,3,1
827,21 Nov 1964,Northampton Town v Swansea City,Northampton Town,Swansea City,Northampton Town,L,2-1,2,1,-,-,League Division Two,1964,1964,11,21,1,2
828,28 Nov 1964,Swansea City v Southampton,Swansea City,Southampton,Southampton,D,3-3,3,3,-,-,League Division Two,1964,1964,11,28,3,3
829,05 Dec 1964,Huddersfield Town v Swansea City,Huddersfield Town,Swansea City,Huddersfield Town,L,4-0,4,0,-,-,League Division Two,1964,1964,12,5,0,4
830,12 Dec 1964,Swansea City v Norwich City,Swansea City,Norwich City,Norwich City,D,0-0,0,0,-,-,League Division Two,1964,1964,12,12,0,0
831,19 Dec 1964,Crystal Palace v Swansea City,Crystal Palace,Swansea City,Crystal Palace,D,3-3,3,3,-,-,League Division Two,1964,1964,12,19,3,3
832,26 Dec 1964,Swansea City v Cardiff City,Swansea City,Cardiff City,Cardiff City,W,3-2,3,2,-,-,League Division Two,1964,1964,12,26,3,2
833,02 Jan 1965,Swansea City v Bury,Swansea City,Bury,Bury,D,2-2,2,2,-,-,League Division Two,1964,1965,1,2,2,2
834,09 Jan 1965,Swansea City v Newcastle United,Swansea City,Newcastle United,Newcastle United,W,1-0,1,0,-,-,FA Cup,1964,1965,1,9,1,0
835,16 Jan 1965,Leyton Orient v Swansea City,Leyton Orient,Swansea City,Leyton Orient,W,2-3,2,3,-,-,League Division Two,1964,1965,1,16,3,2
836,23 Jan 1965,Swansea City v Charlton Athletic,Swansea City,Charlton Athletic,Charlton Athletic,L,1-3,1,3,-,-,League Division Two,1964,1965,1,23,1,3
837,30 Jan 1965,Swansea City v Huddersfield Town,Swansea City,Huddersfield Town,Huddersfield Town,W,1-0,1,0,-,-,FA Cup,1964,1965,1,30,1,0
838,06 Feb 1965,Manchester City v Swansea City,Manchester City,Swansea City,Manchester City,L,1-0,1,0,-,-,League Division Two,1964,1965,2,6,0,1
839,13 Feb 1965,Swansea City v Portsmouth,Swansea City,Portsmouth,Portsmouth,D,0-0,0,0,-,-,League Division Two,1964,1965,2,13,0,0
840,20 Feb 1965,Peterborough United v Swansea City,Peterborough United,Swansea City,Peterborough United,D,0-0,0,0,-,-,FA Cup,1964,1965,2,20,0,0
841,23 Feb 1965,Swansea City v Peterborough United,Swansea City,Peterborough United,Peterborough United,L,0-2,0,2,-,-,FA Cup,1964,1965,2,23,0,2
842,27 Feb 1965,Ipswich Town v Swansea City,Ipswich Town,Swansea City,Ipswich Town,L,3-0,3,0,-,-,League Division Two,1964,1965,2,27,0,3
843,06 Mar 1965,Swansea City v Huddersfield Town,Swansea City,Huddersfield Town,Huddersfield Town,D,2-2,2,2,-,-,League Division Two,1964,1965,3,6,2,2
844,13 Mar 1965,Bolton Wanderers v Swansea City,Bolton Wanderers,Swansea City,Bolton Wanderers,L,2-1,2,1,-,-,League Division Two,1964,1965,3,13,1,2
845,20 Mar 1965,Swansea City v Middlesbrough,Swansea City,Middlesbrough,Middlesbrough,L,1-2,1,2,-,-,League Division Two,1964,1965,3,20,1,2
846,23 Mar 1965,Swansea City v Preston North End,Swansea City,Preston North End,Preston North End,W,4-0,4,0,-,-,League Division Two,1964,1965,3,23,4,0
847,27 Mar 1965,Newcastle United v Swansea City,Newcastle United,Swansea City,Newcastle United,L,3-1,3,1,-,-,League Division Two,1964,1965,3,27,1,3
848,03 Apr 1965,Swansea City v Northampton Town,Swansea City,Northampton Town,Northampton Town,L,1-2,1,2,-,-,League Division Two,1964,1965,4,3,1,2
849,06 Apr 1965,Cardiff City v Swansea City,Cardiff City,Swansea City,Cardiff City,L,5-0,5,0,-,-,League Division Two,1964,1965,4,6,0,5
850,10 Apr 1965,Southampton v Swansea City,Southampton,Swansea City,Southampton,L,3-1,3,1,-,-,League Division Two,1964,1965,4,10,1,3
851,17 Apr 1965,Swansea City v Plymouth Argyle,Swansea City,Plymouth Argyle,Plymouth Argyle,W,3-0,3,0,-,-,League Division Two,1964,1965,4,17,3,0
852,19 Apr 1965,Derby County v Swansea City,Derby County,Swansea City,Derby County,W,3-4,3,4,-,-,League Division Two,1964,1965,4,19,4,3
853,20 Apr 1965,Swansea City v Derby County,Swansea City,Derby County,Derby County,W,2-1,2,1,-,-,League Division Two,1964,1965,4,20,2,1
854,24 Apr 1965,Coventry City v Swansea City,Coventry City,Swansea City,Coventry City,L,3-0,3,0,-,-,League Division Two,1964,1965,4,24,0,3
855,21 Aug 1965,Southend United v Swansea City,Southend United,Swansea City,Southend United,L,2-0,2,0,-,-,League Division Three,1965,1965,8,21,0,2
856,24 Aug 1965,Bournemouth and Boscombe Athletic v Swansea City,Bournemouth and Boscombe Athletic,Swansea City,Bournemouth and Boscombe Athletic,L,2-1,2,1,-,-,League Division Three,1965,1965,8,24,1,2
857,28 Aug 1965,Swansea City v Swindon Town,Swansea City,Swindon Town,Swindon Town,D,1-1,1,1,-,-,League Division Three,1965,1965,8,28,1,1
858,03 Sep 1965,Shrewsbury Town v Swansea City,Shrewsbury Town,Swansea City,Shrewsbury Town,L,5-0,5,0,-,-,League Division Three,1965,1965,9,3,0,5
859,11 Sep 1965,Swansea City v Grimsby Town,Swansea City,Grimsby Town,Grimsby Town,W,1-0,1,0,-,-,League Division Three,1965,1965,9,11,1,0
860,14 Sep 1965,Swansea City v Workington,Swansea City,Workington,Workington,L,1-6,1,6,-,-,League Division Three,1965,1965,9,14,1,6
861,18 Sep 1965,Brentford v Swansea City,Brentford,Swansea City,Brentford,L,2-0,2,0,-,-,League Division Three,1965,1965,9,18,0,2
862,21 Sep 1965,Swansea City v Aston Villa,Swansea City,Aston Villa,Aston Villa,L,2-3,2,3,-,-,League Cup,1965,1965,9,21,2,3
863,25 Sep 1965,Swansea City v Bristol Rovers,Swansea City,Bristol Rovers,Bristol Rovers,W,3-0,3,0,-,-,League Division Three,1965,1965,9,25,3,0
864,01 Oct 1965,York City v Swansea City,York City,Swansea City,York City,L,5-1,5,1,-,-,League Division Three,1965,1965,10,1,1,5
865,04 Oct 1965,Workington v Swansea City,Workington,Swansea City,Workington,L,7-0,7,0,-,-,League Division Three,1965,1965,10,4,0,7
866,09 Oct 1965,Swansea City v Hull City,Swansea City,Hull City,Hull City,W,4-2,4,2,-,-,League Division Three,1965,1965,10,9,4,2
867,16 Oct 1965,Mansfield Town v Swansea City,Mansfield Town,Swansea City,Mansfield Town,L,3-0,3,0,-,-,League Division Three,1965,1965,10,16,0,3
868,23 Oct 1965,Swansea City v Queens Park Rangers,Swansea City,Queens Park Rangers,Queens Park Rangers,W,4-2,4,2,-,-,League Division Three,1965,1965,10,23,4,2
869,30 Oct 1965,Brighton and Hove Albion v Swansea City,Brighton and Hove Albion,Swansea City,Brighton and Hove Albion,D,1-1,1,1,-,-,League Division Three,1965,1965,10,30,1,1
870,06 Nov 1965,Swansea City v Scunthorpe United,Swansea City,Scunthorpe United,Scunthorpe United,L,3-4,3,4,-,-,League Division Three,1965,1965,11,6,3,4
871,13 Nov 1965,Walsall v Swansea City,Walsall,Swansea City,Walsall,L,6-3,6,3,-,-,FA Cup,1965,1965,11,13,3,6
872,20 Nov 1965,Swansea City v Oldham Athletic,Swansea City,Oldham Athletic,Oldham Athletic,W,4-1,4,1,-,-,League Division Three,1965,1965,11,20,4,1
873,23 Nov 1965,Swansea City v Bournemouth and Boscombe Athletic,Swansea City,Bournemouth and Boscombe Athletic,Bournemouth and Boscombe Athletic,W,5-0,5,0,-,-,League Division Three,1965,1965,11,23,5,0
874,27 Nov 1965,Gillingham v Swansea City,Gillingham,Swansea City,Gillingham,L,2-0,2,0,-,-,League Division Three,1965,1965,11,27,0,2
875,11 Dec 1965,Peterborough United v Swansea City,Peterborough United,Swansea City,Peterborough United,L,5-2,5,2,-,-,League Division Three,1965,1965,12,11,2,5
876,27 Dec 1965,Exeter City v Swansea City,Exeter City,Swansea City,Exeter City,D,1-1,1,1,-,-,League Division Three,1965,1965,12,27,1,1
877,01 Jan 1966,Hull City v Swansea City,Hull City,Swansea City,Hull City,L,4-1,4,1,-,-,League Division Three,1965,1966,1,1,1,4
878,08 Jan 1966,Swansea City v Watford,Swansea City,Watford,Watford,W,4-2,4,2,-,-,League Division Three,1965,1966,1,8,4,2
879,15 Jan 1966,Queens Park Rangers v Swansea City,Queens Park Rangers,Swansea City,Queens Park Rangers,L,6-2,6,2,-,-,League Division Three,1965,1966,1,15,2,6
880,22 Jan 1966,Swansea City v Exeter City,Swansea City,Exeter City,Exeter City,W,1-0,1,0,-,-,League Division Three,1965,1966,1,22,1,0
881,29 Jan 1966,Swansea City v Southend United,Swansea City,Southend United,Southend United,W,5-0,5,0,-,-,League Division Three,1965,1966,1,29,5,0
882,05 Feb 1966,Swindon Town v Swansea City,Swindon Town,Swansea City,Swindon Town,D,2-2,2,2,-,-,League Division Three,1965,1966,2,5,2,2
883,19 Feb 1966,Swansea City v Shrewsbury Town,Swansea City,Shrewsbury Town,Shrewsbury Town,W,4-0,4,0,-,-,League Division Three,1965,1966,2,19,4,0
884,26 Feb 1966,Grimsby Town v Swansea City,Grimsby Town,Swansea City,Grimsby Town,D,2-2,2,2,-,-,League Division Three,1965,1966,2,26,2,2
885,01 Mar 1966,Swansea City v Mansfield Town,Swansea City,Mansfield Town,Mansfield Town,L,1-2,1,2,-,-,League Division Three,1965,1966,3,1,1,2
886,05 Mar 1966,Walsall v Swansea City,Walsall,Swansea City,Walsall,D,1-1,1,1,-,-,League Division Three,1965,1966,3,5,1,1
887,12 Mar 1966,Swansea City v Brentford,Swansea City,Brentford,Brentford,D,1-1,1,1,-,-,League Division Three,1965,1966,3,12,1,1
888,19 Mar 1966,Bristol Rovers v Swansea City,Bristol Rovers,Swansea City,Bristol Rovers,L,2-1,2,1,-,-,League Division Three,1965,1966,3,19,1,2
889,25 Mar 1966,Swansea City v York City,Swansea City,York City,York City,W,7-2,7,2,-,-,League Division Three,1965,1966,3,25,7,2
890,02 Apr 1966,Scunthorpe United v Swansea City,Scunthorpe United,Swansea City,Scunthorpe United,D,1-1,1,1,-,-,League Division Three,1965,1966,4,2,1,1
891,09 Apr 1966,Swansea City v Millwall,Swansea City,Millwall,Millwall,L,0-2,0,2,-,-,League Division Three,1965,1966,4,9,0,2
892,11 Apr 1966,Swansea City v Reading,Swansea City,Reading,Reading,W,5-4,5,4,-,-,League Division Three,1965,1966,4,11,5,4
893,13 Apr 1966,Reading v Swansea City,Reading,Swansea City,Reading,L,2-1,2,1,-,-,League Division Three,1965,1966,4,13,1,2
894,16 Apr 1966,Oldham Athletic v Swansea City,Oldham Athletic,Swansea City,Oldham Athletic,L,1-0,1,0,-,-,League Division Three,1965,1966,4,16,0,1
895,23 Apr 1966,Swansea City v Gillingham,Swansea City,Gillingham,Gillingham,L,0-3,0,3,-,-,League Division Three,1965,1966,4,23,0,3
896,27 Apr 1966,Oxford United v Swansea City,Oxford United,Swansea City,Oxford United,D,2-2,2,2,-,-,League Division Three,1965,1966,4,27,2,2
897,30 Apr 1966,Millwall v Swansea City,Millwall,Swansea City,Millwall,L,1-0,1,0,-,-,League Division Three,1965,1966,4,30,0,1
898,07 May 1966,Swansea City v Peterborough United,Swansea City,Peterborough United,Peterborough United,D,1-1,1,1,-,-,League Division Three,1965,1966,5,7,1,1
899,13 May 1966,Watford v Swansea City,Watford,Swansea City,Watford,W,0-1,0,1,-,-,League Division Three,1965,1966,5,13,1,0
900,17 May 1966,Swansea City v Oxford United,Swansea City,Oxford United,Oxford United,W,3-2,3,2,-,-,League Division Three,1965,1966,5,17,3,2
901,24 May 1966,Swansea City v Walsall,Swansea City,Walsall,Walsall,W,1-0,1,0,-,-,League Division Three,1965,1966,5,24,1,0
902,28 May 1966,Swansea City v Brighton and Hove Albion,Swansea City,Brighton and Hove Albion,Brighton and Hove Albion,D,2-2,2,2,-,-,League Division Three,1965,1966,5,28,2,2
903,20 Aug 1966,Bristol Rovers v Swansea City,Bristol Rovers,Swansea City,Bristol Rovers,D,3-3,3,3,-,-,League Division Three,1966,1966,8,20,3,3
904,24 Aug 1966,Newport County v Swansea City,Newport County,Swansea City,Newport County,W,1-2,1,2,-,-,League Cup,1966,1966,8,24,2,1
905,27 Aug 1966,Swansea City v Oxford United,Swansea City,Oxford United,Oxford United,L,0-1,0,1,-,-,League Division Three,1966,1966,8,27,0,1
906,29 Aug 1966,Swansea City v Oldham Athletic,Swansea City,Oldham Athletic,Oldham Athletic,W,3-0,3,0,-,-,League Division Three,1966,1966,8,29,3,0
907,03 Sep 1966,Oldham Athletic v Swansea City,Oldham Athletic,Swansea City,Oldham Athletic,L,4-1,4,1,-,-,League Division Three,1966,1966,9,3,1,4
908,05 Sep 1966,Darlington v Swansea City,Darlington,Swansea City,Darlington,L,1-0,1,0,-,-,League Division Three,1966,1966,9,5,0,1
909,10 Sep 1966,Swansea City v Scunthorpe United,Swansea City,Scunthorpe United,Scunthorpe United,L,0-1,0,1,-,-,League Division Three,1966,1966,9,10,0,1
910,13 Sep 1966,Bristol City v Swansea City,Bristol City,Swansea City,Bristol City,D,1-1,1,1,-,-,League Cup,1966,1966,9,13,1,1
911,16 Sep 1966,Workington v Swansea City,Workington,Swansea City,Workington,L,6-3,6,3,-,-,League Division Three,1966,1966,9,16,3,6
